Type of Score,Barcode,Description,Item Policy,Material Type,MMS Id,ISBN,Resource Type,Title,Primo Link,Author,Publisher,Publication Place,Publication Date,Edition,Series,Subjects,Uniform Title,Language Code,Permanent Call Number,Location Name,Item Creation Fiscal Year
Individual Composer,39090017202553,,Score,Music Score,991018115242203851,,Notated music - Physical,"24 Italian songs and arias for 21st century singers, vol. 2 (13-24) : for medium and high voice /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115242203851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Cloud, Judith, 1954-",Cloudwalk Press,S. L. :,2020.,,,,,ita,MSC9114,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202611,,Score,Music Score,991018115242303851,,Notated music - Physical,"24 Italian songs and arias for 21st century singers, vol. 1 (1-12) : for medium and high voice /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115242303851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Cloud, Judith, 1954-",Cloudwalk Press,S. L. :,2020.,,,,,ita,MSC9113,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202272,,Score,Music Score,991018115242103851,9781540014672; 1540014673,Notated music - Physical,Concerto : for piano and orchestra (1968) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115242103851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Corigliano, John, 1938-",G Schirmer Inc,New York :,"1971, 2020.",,,,,eng,MSC9115,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018353843,,Score,Music Score,991018232035903851,,Notated music - Physical,And the people stayed home : for solo soprano /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018232035903851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Corigliano, John, 1938- composer.",G Schirmer Inc,"New York, NY :",[2021].,,,"COVID-19 Pandemic, 2020---Songs and music.; Songs, Unaccompanied.; O'Meara, Kitty--Musical settings.; Songs (High voice), Unaccompanied.; Art music.; Musical settings.; Songs.; Scores.",,eng,MSC9317,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018353785,,Score,Music Score,991018232035803851,,Notated music - Physical,Villancicos y cantadas al Santísimo--Vol. 2. Obras para bajo /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018232035803851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Courcelle, Francisco, 1705-1778 composer.",Asociacion Ars Hispana,Madrid :,2020-,,"Música vocal (Madrid, Spain) ; 48.","Carols, Spanish--Scores.; Sacred songs (Low voice) with instrumental ensemble--Scores.; Carols.; Scores.; Songs.",,spa,Unknown,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018377743,,Score,Music Score,991018207345703851,,Notated music - Physical,"Tundo! : for symphony orchestra, op. 49 : 2016/18 /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018207345703851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Damström, Cecilia, 1988- composer.",Gehrmans Musikförlag,Stockholm :,2019.,Study score.,,Orchestral music--Scores.; Scores.; Program music.; Art music.,,und,MSC9261,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202348,,Score,Music Score,991018115242003851,,Notated music - Physical,Dance /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115242003851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Davis, Anthony, 1951- composer.",G Schirmer Inc,"New York, NY :",[2020],,,"Octets (Piano, clarinet, percussion, violin, viola, cello, double bass)--Scores.; Chamber music.; Scores.","Dance, piano, clarinet, percussion, violin, viola, cello, double bass",zxx,MSC9116,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018303467,,Score,Music Score,991018103547103851,,Notated music - Physical,Some springs /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018103547103851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Davis, Anthony, 1951- composer.",G Schirmer Inc,"New York, NY :",[2020],Score/Soprano/Narrator.,,"Davis, Anthony,--1951---Manuscripts--Facsimiles.; Davis, Thulani--Musical settings.; Davis, Anthony,--1951-; Songs (High voice) with instrumental ensemble--Scores.; Music--Manuscripts--Facsimiles.; Music.; Manuscripts.; Songs.; Chamber music.; Musical settings.; Scores.; Facsimiles.",Some springs,eng,M1613.3.D448 S6 2020,Music Stacks,FY-2021
Individual Composer,39090018305512,,Score,Music Score,991018166648003851,,Notated music - Physical,Ignition : for low brass quartet (2020),"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018166648003851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Day, Kevin, 1996-",Murphy Music Press,"McKinney, TX :",2020.,,,,,eng,MSC9176,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018320735,,Score,Music Score,991018139841703851,,Notated music - Physical,Havana : for wind ensemble (2020) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018139841703851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Day, Kevin, 1996-",Murphy Music Press,"McKinney, TX :","2018, [2020].",,,,,eng,MSC9146,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018353454,,Score,Music Score,991018232035703851,,Notated music - Physical,Dancing fire : for wind ensemble /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018232035703851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Day, Kevin, 1996-",Murphy Music Press,"McKinney, TX :","2016, [2020].",,,,,eng,MSC9319,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202470,,Score,Music Score,991018115241903851,,Notated music - Physical,Wolf-lieder : for soprano and chamber orchestra (2006) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115241903851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Dean, Brett, 1961-",Boosey & Hawkes,Berlin :,"2016, [2020].",,,,,ger,MSC9117,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018353728,,Score,Music Score,991018232035603851,9783793142560; 3793142566,Notated music - Physical,"Seven signals : for violin, clarinet, cello and piano (2019) /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018232035603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Dean, Brett, 1961-",Bote & Bock,Berlin :,2019.,,,,,zxx,MSC9320,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202397,,Score,Music Score,991018115241803851,,Notated music - Physical,Deux berceuses : pour quatuor de saxophones /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115241803851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Decruck, Fernande, 1896-1954.",Billaudot,Paris :,2020.,,,,,zxx,MSC9118,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018303582,,Score,Music Score,991018103547003851,,Notated music - Physical,3e chant lyrique : pour saxophone alto et piano /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018103547003851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Decruck, Fernande, 1896-1954.",Billaudot,Paris :,2020.,,,,,mul,MSC9079,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018377693,,Score,Music Score,991018207345603851,,Notated music - Physical,Halcyon days : for euphonium and piano (2020) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018207345603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Diemer, Emma Lou, composer.",Cimarron Music,"Ledyard, CT :",[2020],,,Euphonium and piano music--Scores and parts.; Chamber music.; Scores.; Parts (Music),,zxx,MSC9262,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018338760,,Score,Music Score,991018193945603851,,Notated music - Physical,"Overwintering : for soprano, flute, bass clarinet, and piano /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018193945603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Dirié, Gerardo, composer, author.",Cayambis Music Press,"[Blacksburg, Va.] :",[2017],,,Songs (High voice) with instrumental ensemble--Scores and parts.; Chamber music.; Parts (Music); Scores.; Songs.,Overwintering,eng,MSC9230,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202421,,Score,Music Score,991018115241703851,,Notated music - Physical,Woodwings : for wind quintet (2018) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115241703851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Doolittle, Emily, 1972-",Composers Edition,Oxfordshire :,"2018, [2020].",,,,,eng,MSC9119,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202728,,Score,Music Score,991018115241603851,,Notated music - Physical,Catching fire : for piano solo /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115241603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Dove, Jonathan, 1959- composer.",Peters Edition Ltd,London :,[2017],,,Piano music.; Art music.; Scores.,,zxx,MSC9120,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202538,,Score,Music Score,991018115735203851,,Notated music - Physical,Tattooed in Snow : for string quartet (2014) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115735203851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Du, Yun, 1977-",Schirmer Rental Dept,New York :,"2014, [2020].",,,,,eng,MSC9139,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018169839303851,,Notated music - Physical,Vicissitudes no. 1 : (2002) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018169839303851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Du, Yun, 1977- composer.",G Schirmer,New York :,[2020],,,"Sextets (Piano, saxophone, guitar, percussion, cello, double bass)--Scores and parts.; Chamber music.; Scores.; Parts (Music)","Vicissitudes, no. 1",zxx,MSC9208,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018341665,,Score,Music Score,991018150147803851,9790047326089; 0047326085,Book - Physical,"Timbres espace, mouvement : ou ""la nuit étoilée"" /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018150147803851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Dutilleux, Henri, 1916-2013.",Heugel,Paris :,c1980.,,,Orchestral music--Scores.,,fre,MSC9190,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018341830,,Score,Music Score,991018166647903851,,Notated music - Physical,Piano 2 : for solo piano (1986) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018166647903851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Eastman, Julius, 1940-1990.",Schirmer Rental Dept,New York :,2020.,,,,,eng,MSC9177,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018303715,,Score,Music Score,991018103546903851,,Notated music - Physical,"Suite III (suite de mallorca), e. 50 : for solo violin /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018103546903851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Eckhardt-Gramatté, S. C. 1899-1974. (Sophie-Carmen),",Plangere Publishing,"Toronto, ONT :",2020.,,,,,eng,MSC9080,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018340683,,Score,Music Score,991018169840903851,,Notated music - Physical,"Woodwind trio II, e. 153 : for flute, clarinet in b flat and bassoon /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018169840903851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Eckhardt-Gramatté, S. C. 1899-1974. (Sophie-Carmen),",Plangere Publishing,"Toronto, ONT :",2020.,,,,,eng,MSC9193,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018377578,,Score,Music Score,991018207345403851,,Notated music - Physical,Schwindel haft : für 4 hörner /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018207345403851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Eisendle, Hannah, 1993-",Doblinger,Wien :,2020.,,,,,ger,MSC9263,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202496,,Score,Music Score,991018115737203851,,Notated music - Physical,"Saans (breath) : for violin, cello and piano (2017) /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115737203851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Esmail, Reena, 1983-",A Piece of Sky Music,S. L. :,"2017, [2020].",,,,,eng,MSC9121,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018341723,,Score,Music Score,991018139841603851,,Notated music - Physical,"This love between us, movement V (Hinduism) : for mezzo soprano, violin and piano (2020) /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018139841603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Esmail, Reena, 1983-",A Piece of Sky Music,S. L. :,2020.,,,,,eng,MSC9147,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018341764,,Score,Music Score,991018166647803851,,Notated music - Physical,Rang de basant : for piano (2012) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018166647803851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Esmail, Reena, 1983-",A Piece of Sky Music,S. L. :,"2012, [2020].",,,,,eng,MSC9178,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018353579,,Score,Music Score,991018232035503851,,Notated music - Physical,When the violin : for unaccompanied violin /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018232035503851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Esmail, Reena, 1983- composer.",A Piece of Sky Music,[Place of publication not identified] :,2020,,,Violin music--Scores.,When the violin,zxx,MSC9321,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018338711,,Score,Music Score,991018193947203851,0981720420; 9780981720425,Notated music - Physical,La canción artística Boliviana : Alquimia : ciclo de canciones /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018193947203851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Fernández, Agustín, composer, lyricist.",Mundo Arts Spain,Barcelona ; New York :,2018.,Segunda edición.,,"Songs--Bolivia.; Songs, Spanish.; Songs with piano.; Bolivia.; Chamber music.; Art music.; Musical settings.; Scores.; Song cycles.; Songs.",Alquimia,spa,MSC9214,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018207248003851,,Notated music - Physical,Klavierstuck.,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018207248003851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Frey, Jürg.",Editions Wandelweiser,,,,,,,eng,Unknown,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202462,,Score,Music Score,991018115737003851,,Notated music - Physical,Fantaisie toccata : pour piano quatre mains /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115737003851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Finzi, Graciane, 1945-",Klarthe Editions,Verneouillet :,"2015, [2020].",,,,,zxx,MSC9122,Music Desk--Inquire @ Music Desk,FY-2021
